,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
26,BANKBARODA,PNB,0.0000,0.43,0.28,97.19,-2.75,104.22520107238606
27,RBLBANK,BANKBARODA,0.1391,-0.31,0.67,573.31,-1.01,114.71935967983991
28,SBIN,BANKBARODA,0.0000,0.60,0.67,188.21,0.95,71.57634531279712
29,BANKBARODA,YESBANK,0.0000,0.18,0.63,77.49,-1.78,83.09919571045576
30,HDFCBANK,ICICIBANK,0.0566,-0.59,0.96,2182.03,-0.63,112.44099762959911
31,HDFCBANK,IDFCBANK,0.0000,-11.20,0.61,2509.80,-2.58,129.3311347006081
32,HDFCBANK,INDUSINDBK,0.0000,0.67,1.22,777.07,1.53,40.04277027723385
33,HDFCBANK,KOTAKBANK,0.0000,0.80,0.84,1038.17,0.40,53.49737194682057
34,HDFCBANK,PNB,0.0000,-1.63,0.28,2157.38,-1.30,111.17077192620839
35,HDFCBANK,RBLBANK,0.0000,1.72,0.91,1092.82,-0.18,56.31351128516954
36,HDFCBANK,SBIN,0.0000,1.45,0.95,1610.85,-0.55,83.0078326290838
37,HDFCBANK,YESBANK,0.0000,1.29,0.63,1573.92,0.91,81.10481294445017
38,ICICIBANK,IDFCBANK,0.0000,2.11,0.61,207.23,1.35,67.6669387755102
39,INDUSINDBK,ICICIBANK,0.0001,-1.41,0.96,2269.69,-2.11,141.15865414515827
40,ICICIBANK,KOTAKBANK,0.0000,-0.07,0.84,392.42,-0.18,128.13714285714286
41,ICICIBANK,PNB,0.0000,0.46,0.28,259.36,0.88,84.68897959183674
42,ICICIBANK,RBLBANK,0.0210,0.09,0.91,252.96,0.27,82.59918367346938
43,ICICIBANK,SBIN,0.0000,0.86,0.95,69.37,0.70,22.65142857142857
44,ICICIBANK,YESBANK,0.5838,0.02,0.63,294.62,0.25,96.20244897959184
45,INDUSINDBK,IDFCBANK,0.0000,-9.13,0.61,2256.02,-3.34,140.3084768953293
46,KOTAKBANK,IDFCBANK,0.0000,-13.29,0.61,1810.52,-3.24,163.33799449681987
47,IDFCBANK,PNB,0.0000,0.18,0.28,28.14,-1.87,83.75
48,RBLBANK,IDFCBANK,0.0000,-3.17,0.61,673.33,-1.66,134.73336668334167
49,SBIN,IDFCBANK,0.0024,0.87,0.61,231.89,0.09,88.18786841604869
50,YESBANK,IDFCBANK,0.1739,0.73,0.61,298.59,-2.46,132.91342087691964
51,INDUSINDBK,KOTAKBANK,0.0000,0.91,0.84,743.48,-2.50,46.2391939797251
52,INDUSINDBK,PNB,0.0000,-1.88,0.28,2020.92,-2.85,125.68692082840973
53,INDUSINDBK,RBLBANK,0.0000,1.70,0.91,944.84,-2.13,58.762360843336026
54,INDUSINDBK,SBIN,0.2186,0.49,0.95,1709.90,-2.03,106.34367808943341
55,INDUSINDBK,YESBANK,0.0000,1.89,0.63,1215.00,-0.38,75.56440077119224
56,KOTAKBANK,PNB,0.0000,-2.33,0.28,1430.89,-1.95,129.08926879877305
57,RBLBANK,KOTAKBANK,0.0000,0.29,0.84,177.94,-0.02,35.60580290145072
58,SBIN,KOTAKBANK,0.4060,0.01,0.84,256.03,-0.32,97.36832097356911
59,KOTAKBANK,YESBANK,0.0000,1.43,0.63,735.29,0.56,66.33497225855925
60,RBLBANK,PNB,0.0000,-0.67,0.28,593.17,-1.27,118.69334667333665
61,SBIN,PNB,0.0000,0.32,0.28,241.04,0.10,91.66761741776003
62,YESBANK,PNB,0.0251,0.26,0.28,307.15,-2.49,136.7237925662141
63,SBIN,RBLBANK,0.0000,0.24,0.91,145.87,-0.06,55.47442479558852
64,RBLBANK,YESBANK,0.0000,0.47,0.63,374.13,0.50,74.86343171585793
65,SBIN,YESBANK,0.0000,0.18,0.63,211.42,0.54,80.40311846358624
