,YStock,XStock,PValue,Beta,STD_ERR_Ratio,Alpha,Close_STD_Error,Alpha:YPrice
28,SBIN,BANKBARODA,0.0006,0.45,0.86,208.54,0.85,76.75377254324623
29,BANKBARODA,YESBANK,0.0000,0.14,0.73,88.52,-1.18,85.6921587608906
30,HDFCBANK,ICICIBANK,0.4864,0.24,1.18,1961.71,-0.05,96.58124707677916
31,HDFCBANK,IDFCBANK,0.0000,-14.58,0.94,2666.40,-1.34,131.27538586515027
32,HDFCBANK,INDUSINDBK,0.0000,0.74,2.00,633.09,2.89,31.16904216822982
33,HDFCBANK,KOTAKBANK,0.0000,0.84,1.20,988.24,2.78,48.654210668832924
34,HDFCBANK,PNB,0.0000,-5.49,0.83,2501.33,-1.57,123.14846269354798
35,HDFCBANK,RBLBANK,0.0000,1.43,1.16,1257.17,0.33,61.89449326736085
36,HDFCBANK,SBIN,0.0000,2.23,1.12,1435.06,-0.13,70.6525859734633
37,HDFCBANK,YESBANK,0.0000,1.32,0.73,1589.74,2.28,78.26797626960096
38,ICICIBANK,IDFCBANK,0.0083,1.23,0.94,243.48,0.66,80.17122160026342
39,INDUSINDBK,ICICIBANK,0.6507,0.15,1.18,1847.10,-3.09,112.71739793738939
40,KOTAKBANK,ICICIBANK,0.4804,-0.25,1.18,1326.34,-1.67,120.76849533348509
41,ICICIBANK,PNB,0.1338,-0.32,0.83,323.96,0.01,106.67105696410931
42,ICICIBANK,RBLBANK,0.0000,0.29,1.16,136.81,0.65,45.04774448468884
43,ICICIBANK,SBIN,0.0000,0.77,1.12,90.22,0.31,29.706947645702996
44,ICICIBANK,YESBANK,0.7505,0.02,0.73,291.86,0.40,96.10141587092527
45,INDUSINDBK,IDFCBANK,0.0289,-3.85,0.94,2058.02,-3.41,125.58857631049001
46,KOTAKBANK,IDFCBANK,0.0000,-14.39,0.94,1874.82,-3.39,170.70976553608014
47,IDFCBANK,PNB,0.0000,0.37,0.83,12.10,0.71,32.266666666666666
48,RBLBANK,IDFCBANK,0.0163,-2.11,0.94,634.85,-0.74,120.65950774493966
49,SBIN,IDFCBANK,0.3234,-0.45,0.94,288.17,0.01,106.06183290393817
50,IDFCBANK,YESBANK,0.8044,-0.00,0.73,44.08,-1.53,117.54666666666667
51,INDUSINDBK,KOTAKBANK,0.0000,0.69,1.20,1028.55,-2.77,62.76621712332947
52,INDUSINDBK,PNB,0.9654,-0.03,0.83,1893.95,-3.08,115.576371514005
53,INDUSINDBK,RBLBANK,0.0000,0.93,1.16,1382.99,-3.25,84.39555745407945
54,INDUSINDBK,SBIN,0.0000,1.58,1.12,1465.73,-3.42,89.44468175993165
55,INDUSINDBK,YESBANK,0.0000,1.72,0.73,1313.84,-0.92,80.17574906938427
56,KOTAKBANK,PNB,0.0000,-4.72,0.83,1652.13,-3.10,150.43296152970635
57,KOTAKBANK,RBLBANK,0.0000,1.27,1.16,558.99,-1.76,50.8982472114728
58,KOTAKBANK,SBIN,0.0001,1.41,1.12,871.95,-1.83,79.39449123605736
59,KOTAKBANK,YESBANK,0.0000,1.42,0.73,773.37,0.32,70.41839289779195
60,RBLBANK,PNB,0.0000,-1.87,0.83,702.47,-1.48,133.51135607716432
61,SBIN,PNB,0.0081,-0.53,0.83,314.20,-0.39,115.64225248435775
62,PNB,YESBANK,0.1326,0.03,0.73,75.37,-1.91,116.58159319412219
63,RBLBANK,SBIN,0.0000,1.49,1.12,143.87,-0.82,27.343913332699803
64,RBLBANK,YESBANK,0.0000,0.44,0.73,394.95,1.01,75.0641452057398
65,SBIN,YESBANK,0.0001,0.17,0.73,212.62,1.19,78.25542878174457
