Price/Date,2017-09-26,2017-09-27,2017-09-28,2017-09-29,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-09,2017-10-10
7896.9,E,,,,,H,,L,I,
7896.85,,,,,,,,,J,
7896.8,,E,,,CG,H,,E,G,
7896.75,F,,,,G,,,L,,
7896.7,,,,,C,,,,,
7896.6,,,,,,F,,,FG,
7896.5,D,,,,,,,M,FI,
7896.45,,,,,F,,,E,,
7896.4,,,,,,EF,,E,I,
7896.3,,,,,M,,,,JM,
7896.25,,,M,,,,,,,
7896.2,,,,,F,D,,F,,
7896.15,H,,,,F,F,,,G,
7896.1,,,,,H,,,,,
7896.05,,,,,DF,,,,,
7896.0,,DE,,,D,DG,C,EF,,M
7895.95,D,,,,DFG,D,,L,,
7895.9,F,,,,HM,,,L,,
7895.85,,,,,H,,,,,
7895.8,,,,,F,F,,,,
7895.75,,,,,F,G,,,,
7895.7,,,,,D,,C,,,
7895.65,,,,,,,,,FK,M
7895.6,,,,,,D,,,,
7895.55,,,,,A,E,,,,M
7895.5,E,,,,K,GH,,,,
7895.45,,,,,,F,,,,
7895.4,,,,,,EFG,,,,
7895.35,,,,,,E,,,F,
7895.3,,,,,,,,,M,
7895.25,E,,M,,,E,,,,M
7895.15,,,,,,,,F,,
7895.1,,,,,FM,,,,,M
7895.05,,,,,IM,,,F,M,M
7895.0,DEF,DE,,,FJK,CG,C,EFM,GIM,M
7894.95,,,,,HJ,DGH,,M,,
7894.9,,,,,H,G,,M,,
7894.85,,,,,F,G,,,,
7894.8,,,,,,G,,,,
7894.75,,,,,H,,,,,M
7894.7,,,M,,,,C,,,
7894.65,,E,,,,G,,,,
7894.6,,,,,G,GH,,,,M
7894.55,,,,,,BG,,,,
7894.5,,,,,DF,G,C,,IK,M
7894.45,F,,,,H,A,,,,
7894.4,,,,,HM,,,E,,
7894.35,,,,,F,,,F,,M
7894.3,,,,,,G,,,,
7894.25,,,,,H,,,,,
7894.2,,,,,F,,C,,,
7894.15,,,,,BHM*,,,F,,
7894.1,,,,,DM,G,,,,
7894.05,E,,,,H,DF,,,,
7894.0,,E,,,,F,C,ELM,GI,M
7893.95,,,,,H,G,,E,I,
7893.85,,,,,G,,,,,M
7893.8,,,M,,H,,,,,M
7893.75,,,M,,,G,,L,,
7893.7,F,,,,DM,G,,,,
7893.65,,,,,,,,,,M
7893.6,,,,,,F,,,,
7893.55,,,,,F,H,,,,
7893.5,,E,,,,DF,,,,M
7893.45,,,,,F,,,F,,
7893.4,,,,,,,C,,,M
7893.35,,,,,DF,,,,,
7893.3,,,,,G,,,M,,
7893.25,,,,,G,,,FH,,
7893.2,,,,,E,F,,,,
7893.15,,,,,,B,C,,,M
7893.1,M,,,,GH,,,FH,,
7893.05,,,,,F,F,,EL,I,
7893.0,D,E,,,M,,C,FHLM,EM,
7892.95,,,,,,,,EFHL,,
7892.9,,E,,,,B,,,,
7892.85,,,,,F,,,,,
7892.8,E,E,,,,FG,,E,,
7892.75,,,,,,,,EFH,,
7892.7,,,,,G,,,,,
7892.65,,,,,H,,,,,
7892.6,F,,L,,D,H,,EL,,M
7892.55,E,,,,,FG,C,HM,,
7892.5,,E,L,,,GH,,FHL,,
7892.45,,,,,,,,,H,
7892.4,E,,,,,,,FG,,
7892.35,,E,,,,G,,FG,,
7892.3,,,,,,GH,C,,H,
7892.25,E,,,,,,,F,E,
7892.2,,,,,J,,,,H,M
7892.15,,,,,,G,,,,
7892.1,EF,E,,,,,,F,,
7892.05,,,M,,G,,C,L,E,
7892.0,,DE,,,DH,,C,EF,EM,
7891.95,E,,,,EF,,,H,,
7891.9,F,,,,,,,E,,
7891.85,F,,,,F,,,,,
7891.8,,D,,,,,,,M,
7891.7,,,,,,F,,H,I,
7891.65,,,,,,AF,,G,,
7891.6,,,,,EH,,,L,,M
7891.55,,,,,D,,,,,
7891.5,E,,,,M,,,,,
7891.45,,,,,E,,,H,,
7891.3,,,,,,,,H,,
7891.25,,,,,G,B,,,,
7891.2,,,M,,,,,F,N,
7891.15,,,,,M,,,,,
7891.1,,E,,,,,,,,M
7891.05,,E,,,D,,,,M,
7891.0,FM,,M,,DE,BFI,C,FGH,,
7890.95,,,,,,,,,I,
7890.9,,,,,,,C,H,,
7890.85,,,,,,F,,,,
7890.75,,,M,,EH,,,,,
7890.65,F,,,,H,,,,,
7890.6,E,,,,DJ,,,,,
7890.55,,,M,,,,,GH,,
7890.5,F,,,,D,,,G,,
7890.45,,,,,H,,,,,
7890.4,,,,,G,,,G,,
7890.3,,,,,,B,C,G,,
7890.25,,,,,G,,,F,,
7890.2,,,,,,,,,M,
7890.15,E,,,,,F,C,,K,
7890.1,,,,,,H,,M,EM,
7890.05,F,,,,GH,F,,GH,E,
7890.0,EF,,LM,,DE,DHI,C,EGKL,HI,M
7889.95,,,,,E,,,HI,,
7889.9,F,,,,,B,,EIK,M,
7889.85,,,,,H,,,H,,M
7889.8,,,L,,,,,H,,M
7889.7,,,,,G,,,,,
7889.65,,,,,,,,H,,
7889.55,,,,,,,,HK,,
7889.5,,,M,,G,B,,,,
7889.35,,,,,G,,,F,,
7889.3,,,,,,H,,EH,,
7889.25,F,,,,G,,,H,,
7889.2,,,L,,,,,,,
7889.1,,,,,,H,,G,,
7889.05,F,,,,E,,,,,
7889.0,,,,,DG,,B,HKL,,
7888.95,,,,,G,,,KL,,
7888.9,,,,,,,,,H,
7888.85,,,,,,,,D,,
7888.8,,,,,G,,C,GK,,
7888.75,,,,,,,,D,,
7888.7,,,L,,E,,,I,,
7888.6,,,,,,,,K,,
7888.55,,,,,D,,,,,
7888.5,,,,,M,B,,L,,
7888.45,,,,,,,,I,,
7888.4,,,,,,,,I,,
7888.35,,,,,,,,K,,
7888.3,,,,,,,,,M,
7888.25,,,,,,,,G,,
7888.2,,,,,,A,,,,
7888.15,,,,,,,,G,,
7888.05,,,,,C,,,L,,
7888.0,F,,L,,G,HIL,C,DKL,EI,
7887.95,,,,,,I,,I,,
7887.9,,,,,E,,,,E,
7887.8,,,M,,,,,,,
7887.75,,,,,M,,,,,
7887.7,,,,,,,,K,,
7887.5,,,,,,B,,,,
7887.4,,,,,,I,,G,,
7887.2,,,,,G,,,,,
7887.15,,,,,,I,,I,,
7887.1,,,,,,B,,,,
7887.05,E,,,,,,,IK,,
7887.0,,,,,,BHL,BC,IL,,
7886.85,,,,,E,L,,,,
7886.8,,F,,,,I,,D,,
7886.75,E,,,,,,,,,
7886.65,,,,,,,,K,,
7886.6,,,,,,,,,M,
7886.55,,,,,F,,,E,E,
7886.45,E,,M,,,I,,E,,
7886.4,,,,,,,,G,,
7886.35,,,,,,I,,,,
7886.3,,,K,,,,,L,,
7886.25,,,,,,L,,E,,
7886.2,,,L,,,,,J,E,
7886.15,,,L,,,,,E,,
7886.1,,,,,,A,,,,
7886.05,,,,,,,,GK,,
7886.0,E,,L,,D,IL,,DIK,H,N<<
7885.95,,,,,,,,I,H,
7885.9,,,,,,,,,H,
7885.85,,,,,,,,KL,,
7885.8,,,,,,,D,,H,
7885.65,E,,,,,,,,,
7885.6,,F,,,,I,,,,
7885.55,,,,,,,,GK,E,
7885.5,,,,,,H,,G,,
7885.3,,,,,,H,,,,
7885.25,,D,L,,,,,,,
7885.2,,,,,,L,,,,
7885.1,,,,,,I,,D,,
7885.05,E,E,,,,,B,GI,,
7885.0,E,,L,,CE,IL,B,GIK,M,
7884.95,F,,,,,I,,I,,
7884.9,,,,,,,,DG,H,
7884.85,,,,,,,B,,,
7884.65,,,,,,,,G,,
7884.6,,,,,,,,I,,
7884.45,,,L,,M,,,,,
7884.4,,,,,,,B,G,,
7884.3,,,,,,,,IK,,
7884.25,,,,,,,,GL,,
7884.2,,,,,,,,,H,
7884.1,,,,,,,B,,G,
7884.05,,,,,M,,,,H,
7884.0,,,,,,HIJL*,,DIJK*,,
7883.95,,,,,,HJ,,JK,G,
7883.9,,,,,,H,,,,
7883.85,,,,,,,,,H,
7883.7,,,L,,,,,J,,
7883.65,,,,,,H,,J,,
7883.6,,,,,E,I,,,,
7883.55,,,,,E,,,,,
7883.5,,,,,E,I,,,G,
7883.45,,,,,,,,K,,
7883.3,,,,,,J,,,,
7883.25,,E,,,,,,,,
7883.2,,,,,E,,,,,
7883.15,,,,,,,,I,,
7883.1,,,,,,I,,J,,
7883.05,,,L,,E,,,I,,
7883.0,,,,,,HI,,,,
7882.95,,,,,,BI,,J,H,
7882.9,,,,,,HI,,J,,
7882.75,,,,,E,I,,,,
7882.7,,,,,,,,IK,,
7882.65,,,L,,,,,,,
7882.3,,,,,EM,,,JK,,
7882.05,,,,,,L,,D,,
7882.0,E,,,,,IJ,B,J,H,
7881.95,,,,,M,I,,K,H,
7881.8,,,,,,,,L,,
7881.75,,,L,,C,,,,,
7881.7,,,,,,,,,G,
7881.55,,,,,,,D,,,
7881.5,,,,,,,,J,,
7881.45,,,L,,,,,,,
7881.2,,F,,,E,,,K,H,
7881.15,,,,,,,,,G,
7881.05,,,,,,,B,,G,
7881.0,M,,,,,L,,,,
7880.95,,,,,,,,K,,
7880.9,,,,,,,,J,,
7880.7,,,,,,,,J,H,
7880.6,E,,,,,,,J,,
7880.55,M,,,,,,,,,
7880.3,,,L,,,,,,,
7880.1,,,,,,,,,G,
7880.05,,,,,D,,D,J,,
7880.0,,,L,,M,JL,B,DJ,H,
7879.95,M,,,,,M,,,,
7879.9,,,,,E,,,,,
7879.85,,,,,,L,,,,
7879.8,,,,,E,,,,,
7879.7,,F,,,,,,I,,
7879.65,,,,,,L,,,,
7879.6,,,,,,M,,,,
7879.55,,,,,,L,,,,
7879.5,,,,,E,,,,,
7879.4,,,L,,,,,I,,
7879.3,,,K,,,,,,,
7879.2,,,,,,,,D,,
7879.1,,,,,,,,J,,
7879.05,,F,,,D,,,,,
7879.0,N,F,,,E,L,,,H,
7878.95,,,,,,,,D,,
7878.9,,,KL,,,,,,,
7878.85,,,,,,,,J,H,
7878.75,,,,,,,DE,,,
7878.6,,,K,,,,,,G,
7878.55,,,,,,,,D,,
7878.5,,,,,,J,,,,
7878.3,E,,K,,,,,,,
7878.2,,,,,,J,,,,
7878.15,,,L,,,,,,,
7878.1,,DF,,,,,D,D,,
7878.0,,F,KL,,,J,B,J,,
7877.95,,,,,,,,D,,
7877.7,,,K,,C,,,,,
7877.55,M,,,,,M,,,,
7877.45,,,KL,,,,D,,,
7877.4,,,,,,,D,,,
7877.35,,,,,,M,,J,,
7877.3,,F,,,,,,,,
7877.25,,,L,,,A,,,,
7877.1,,,,,,,D,J,,
7877.05,,,K,,M,,,,,
7877.0,M,,K,,,L,D,DIJ,G,
7876.9,,,,,,,,D,,
7876.75,,,K,,,,,,,
7876.65,M,,K,,,,,,H,
7876.6,,,,,,,,D,,
7876.55,,,,,,J,,,,
7876.5,,,,,,,D,D,,
7876.45,,,K,,,,,,,
7876.3,M,,,,,,,,,
7876.2,,,K,,C,,,D,,
7876.15,,,,,,,D,,,
7876.1,M,,L,,,,,,,
7876.05,M,,,,,,,,,
7876.0,M,,K,,M,,D,,GH,
7875.95,,,L,,,,,J,,
7875.85,,,,,,,D,,,
7875.75,M,,,,,,,,,
7875.65,,,,,CE,,,,,
7875.45,M,,,,,,,,,
7875.4,,,,,,J,,,,
7875.35,,,K,,,,,I,,
7875.3,,,,,,J,,,,
7875.25,,,,,,L,D,,,
7875.1,,,,,,J,,,,
7875.0,,,K,,M,JKL,DE,J,G,
7874.95,,,,,,,D,,,
7874.9,,,,,,,,D,,
7874.8,,,,,,,E,,,
7874.6,,,J,,,JK,,,,
7874.5,,,K,,,,,,,
7874.15,,,,,,,E,,,
7874.05,,,,,,J,,,,
7874.0,,,,,C,J,,B,,
7873.95,,,,,,K,,,,
7873.85,,,,,,M,,,,
7873.8,,,,,,,,J,,
7873.65,,,,,,,E,,,
7873.55,E,,,,,,,,,
7873.5,,,,,,K,,,G,
7873.15,,,,,,J,,,,
7873.1,,,,,,,,J,,
7873.05,,,,,,,DE,,,
7873.0,,,,,,M,E,,G,
7872.95,,,,,,,,J,,
7872.9,,,,,,KM,,,,
7872.85,,F,,,,,,,,
7872.75,,F,,,,,,,,
7872.7,,,,,,L,,,,
7872.6,,,,,,,D,,,
7872.5,,,,,,A,,,G,
7872.45,,,,,,M,,,,
7872.4,,F,,,,,,,,
7872.25,,,,,,J,,,,
7872.1,,,,,,,DE,,,
7872.05,,,,,,,E,J,,
7872.0,,F,K,,,K,DE,,,
7871.9,,,,,,K,,,,
7871.8,,,,,,,,,H,
7871.65,,,,,,M,,,,
7871.6,,,,,,,,,G,
7871.5,,,,,,L,,,,
7871.45,,F,,,,,,I,,
7871.4,,,,,,K,,,,
7871.3,,,K,,,,,,,
7871.25,,,,,,L,,,,
7871.15,,,,,,K,,,,
7871.1,,,,,,K,,,,
7871.05,,,,,,J,,,G,
7871.0,,,L,,,,,D,,
7870.95,,,,,,K,,,,
7870.9,,,,,,,,,G,
7870.7,,,,,,,D,,,
7870.55,,,,,,,E,,,
7870.3,,,K,,,,,,,
7870.2,,,L,,,,,,G,
7870.0,M<<,F,,,,K,D,B,H,
7869.95,,,,,,,,A,,
7869.75,,,,,,K,,,,
7869.35,,,K,,,,,,,
7869.0,,,,,,K,,,,
7868.9,,,,,,,D,,,
7868.6,,,,,,,,A,,
7868.5,,,,,,K,,,,
7868.3,,,,,,,,,H,
7868.25,,,,,,K,,,,
7868.2,,,,,,,,,G<<,
7868.1,,F,,,,,,,,
7868.05,,,,,,,,A,,
7868.0,,,,,,AK,,C,,
7867.95,,,,,,L,,,,
7867.9,,,,,,L,,,,
7867.8,,,,,,K,,,,
7867.75,,,,,,,,B,,
7867.45,,,,,,,B,,,
7867.15,,,,,N,,,,,
7867.05,,F,,,,,,A,,
7867.0,,,,,,,BE,C,,
7866.85,,,,,,K,,,,
7866.7,,,,,C,,,A,,
7866.55,,,,,,,B,,,
7866.5,,,,,,,D,,,
7866.3,,,K,,,,,,,
7866.25,,F,,,,,D,,,
7866.15,,,,,,K,,,,
7866.1,,F,,,,,,,,
7866.05,,,,,,L,,,,
7866.0,,F,,,,,B,B,,
7865.95,,,,,,,,C,,
7865.9,,G,,,,,,,,
7865.4,,,,,,,,A,,
7865.35,,F,,,,,E,,,
7865.25,,,,,,,B,,,
7865.2,,,,,C,,,,,
7865.05,,FG,K,,,,,,,
7865.0,,G,,,,K,BE,AB,,
7864.95,,,,,,,B,C,,
7864.9,,,K,,,,,B,,
7864.8,,,,,,,,A,,
7864.65,,,,,,,,B,,
7864.45,,,,,,K,,,,
7864.2,,,,,,,E,,,
7864.15,,,,,,,E,,,
7864.0,,,,,,J,BDE,ABC,,
7863.95,,,,,,,,C,,
7863.85,,,,,,,B,,,
7863.8,,,,,,,K,B,,
7863.5,,G,,,,,,C,,
7863.4,,,K,,,,,,,
7863.35,,,,,,,,B,,
7863.3,,,,,,,,C,,
7863.1,,,,,,,BE,,,
7863.0,,F,,,,,,ABC,,
7862.9,,G,,,,,,,,
7862.85,,,,,C<<,,,C,,
7862.8,,,,,,,,B,,
7862.65,,G,,,,,,,,
7862.55,,G,,,,,,,,
7862.5,,,,,,,,C,,
7862.35,,,,,,,,C,,
7862.25,,,K,,,,,C,,
7862.1,,,,,,,K,,,
7862.0,,,,,,J,B,B,,
7861.85,,,,,,,B,,,
7861.8,,,,,,,E,,,
7861.5,,,,,,,B,B,,
7861.3,,,,,,,,C,,
7861.25,,,,,,,A,,,
7861.2,,,,,,,,B,,
7861.15,,,,,,,E,,,
7861.05,,,,,,K,,,,
7861.0,,G,,,,M,K,,,
7860.95,,,,,,M,,,,
7860.9,,G,,,,,,,,
7860.65,,,,,,,,A,,
7860.5,,,,,,K,,B,,
7860.4,,,,,,,E,,,
7860.3,,,,,,,A,,,
7860.15,,,,,,,E,,,
7860.1,,G,,,,,B,,,
7860.05,,G,,,,,B,B,,
7860.0,,G,,,,,EFK,ABC,,
7859.95,,,,,,,K,C,,
7859.9,,G,,,,,,,,
7859.85,,G,,,,,,,,
7859.8,,,,,,,A,,,
7859.55,,G,,,,,A,,,
7859.0,,,J,,,,AEF,,,
7858.95,,,,,,,,C,,
7858.9,,,,,,,,B,,
7858.85,,G,,,,,,,,
7858.6,,G,,,,,,,,
7858.55,,F,,,,,,,,
7858.5,,G,,,,,,A,,
7858.4,,,,,,,F,,,
7858.35,,,,,,,A,,,
7858.25,,G,,,,,,,,
7858.2,,,,,,,E,,,
7858.1,,,,,,,F,,,
7858.05,,,,,,,F,,,
7858.0,,,,,,,FJ,B,,
7857.95,,,,,,,A,,,
7857.9,,,,,,J,,,,
7857.85,,,,,,,,A,,
7857.3,,G,,,,,,,,
7857.2,,,,,,,A,,,
7857.1,,,,,,,F,C,,
7857.05,,G,J,,,,,,,
7857.0,,G,,,,M,,,,
7856.95,,G,,,,,,,,
7856.75,,,,,,,L,,,
7856.7,,,,,,M,,,,
7856.55,,,,,,,F,,,
7856.4,,,J,,,,,,,
7856.25,,,,,,,L,,,
7855.65,,G,,,,,,,,
7855.5,,,,,,,K,,,
7855.35,,G,,,,,,,,
7855.3,,,,,,,J,,,
7855.2,,,,,,,F,C,,
7855.1,,,,,,,FK,,,
7855.0,,,J,,,,AJK,B,,
7854.85,,,J,,,,,,,
7854.65,,,,,,,F,,,
7854.6,,,J,,,,,,,
7854.55,,,,,,M,,,,
7854.5,,,,,,,K,,,
7854.25,,,J,,,,K,,,
7854.1,,,,,,,L,,,
7854.05,,,J,,,,,,,
7854.0,,,,,,,K,,,
7853.85,,,,,,,K,,,
7853.75,,,,,,,K,,,
7853.7,,,J,,,,K,,,
7853.5,,,,,,,,C,,
7853.45,,,,,,,K,,,
7853.35,,,,,,,K,,,
7853.3,,,J,,,,,,,
7853.15,,,J,,,,,,,
7853.05,,,,,,,,B,,
7853.0,,,,,,,K,,,
7852.85,,,J,,,,,,,
7852.55,,,,,,,K,,,
7852.1,,F,,,,,,,,
7852.0,,,,,,M,,B,,
7851.9,,,,,,,L,,,
7851.55,,,,,,,L,,,
7851.3,,,,,,,K,,,
7851.25,,,,,,,L,,,
7851.2,,,,,,,L,,,
7851.05,,,,,,,F,,,
7851.0,,,J,,,,JK,C,,
7850.95,,,,,,M,,,,
7850.9,,,,,,,K,,,
7850.7,,,,,,,A,,,
7850.65,,,,,,,,C,,
7850.5,,,J,,,,,,,
7850.05,,,,,,,,C,,
7850.0,,,J,,,,JL,C,,
7849.9,,,,,,,L,,,
7849.85,,,,,,,L,,,
7849.75,,,,,,,L,,,
7849.7,,,,,,,A,,,
7849.65,,,,,,,K,,,
7849.5,,,,,,,L,,,
7849.2,,,,,,,L,,,
7849.0,,,,,,,L,,,
7848.95,,,,,,,L,,,
7848.9,,,,,,,JK,,,
7848.85,,,,,,,L,,,
7848.55,,,J,,,,,,,
7848.4,,,,,,,L,,,
7848.35,,,J,,,,,,,
7848.05,,,,,,,JL,,,
7848.0,,,,,,,L,,,
7847.95,,,J,,,,,,,
7847.9,,,,,,,L,,,
7847.65,,,,,,,L,,,
7847.45,,,,,,,K,,,
7847.3,,,,,,,L,,,
7847.0,,GH,,,,,,,,
7846.95,,,,,,,L,,,
7846.85,,H,,,,,,,,
7846.5,,,,,,,F,,,
7846.15,,,,,,,L,C<<,,
7846.0,,HI,,,,,K,,,
7845.85,,,J,,,,,,,
7845.05,,H,,,,,,,,
7845.0,,H,,,,,JL,,,
7844.95,,H,,,,,,,,
7844.45,,J,,,,,,,,
7844.4,,,,,,,A,,,
7844.25,,,,,,,F,,,
7844.05,,,,,,,L,,,
7844.0,,J,,,,,,,,
7843.9,,I,,,,,,,,
7843.75,,,J,,,,,,,
7843.5,,I,,,,,,,,
7843.45,,,J,,,,,,,
7843.4,,I,,,,,,,,
7843.25,,J,,,,,,,,
7843.0,,GHIJ*,,,,,,,,
7842.75,,,,,,,J,,,
7842.45,,,,,,,H,,,
7842.0,,H,J,,,,FJ,,,
7841.95,,I,,,,,,,,
7841.9,,HI,,,,,,,,
7841.5,,I,,,,,,,,
7841.2,,H,,,,,,,,
7841.1,,H,,,,,,,,
7841.0,,HJ,,,,,F,,,
7840.7,,,,,,M,,,,
7840.55,,J,,,,,,,,
7840.5,,J,,,,,,,,
7840.35,,,,,,,H,,,
7840.2,,,,,,,H,,,
7840.1,,,,,,M,M,,,
7840.05,,IJ,,,,,,,,
7840.0,,HI,I,,,M,-,,,
7839.95,,,,,,M,M,,,
7839.8,,,,,,,M,,,
7839.7,,,J,,,,,,,
7839.55,,,,,,,H,,,
7839.5,,I,,,,,,,,
7839.45,,,,,,,H,,,
7839.35,,,,,,,H,,,
7839.2,,,,,,,H,,,
7839.0,,H,I,,,M,H,,,
7838.8,,,,,,,M,,,
7838.25,,,,,,,H,,,
7838.15,,,,,,,J,,,
7838.05,,,,,,,J,,,
7838.0,,J,,,,MN,HIM,,,
7837.95,,,,,,,I,,,
7837.9,,I,,,,,,,,
7837.85,,,,,,,IJ,,,
7837.8,,,,,,,I,,,
7837.6,,,,,,M,,,,
7837.55,,,,,,,J,,,
7837.4,,,,,,,H,,,
7837.25,,J,,,,,,,,
7837.1,,,,,,,H,,,
7837.05,,I,,,,,H,,,
7837.0,,,,,,,H,,,
7836.95,,,,,,,H,,,
7836.85,,I,,,,,,,,
7836.8,,,,,,,I,,,
7836.75,,,,,,,HJ,,,
7836.65,,I,,,,,HI,,,
7836.55,,,,,,,I,,,
7836.5,,,,,,,I,,,
7836.4,,,,,,,I,,,
7836.35,,,,,,,A,,,
7836.15,,,,,,,I,,,
7836.1,,,,,,,F,,,
7836.05,,,,,,,J,,,
7836.0,,J,,,,,I,,,
7835.95,,,,,,,H,,,
7835.85,,J,,,,,,,,
7835.7,,J,,,,,,,,
7835.5,,J,,,,,,,,
7835.45,,J,,,,,,,,
7835.35,,,,,,,I,,,
7835.2,,I,,,,,,,,
7835.15,,J,,,,M,M,,,
7835.1,,,,,,,H,,,
7835.05,,,J,,,,FI,,,
7835.0,,J,,,,M,FGHIM*,,,
7834.95,,,,,,,I,,,
7834.9,,,,,,,J,,,
7834.85,,,J,,,M,M,,,
7834.8,,I,,,,,J,,,
7834.75,,,,,,,G,,,
7834.7,,,,,,,GJ,,,
7834.65,,J,,,,,,,,
7834.55,,,,,,,JM,,,
7834.5,,,,,,M<<,I,,,
7834.45,,I,,,,,,,,
7834.4,,J,,,,,,,,
7834.3,,,,,,,I,,,
7834.1,,,,,,,I,,,
7834.05,,,,,,,FM,,,
7834.0,,,I,,,,GHI,,,
7833.75,,I,,,,,,,,
7833.7,,,,,,,JM,,,
7833.65,,I,,,,,,,,
7833.5,,J,,,,,GJ,,,
7833.35,,,,,,,J,,,
7833.2,,,,,,,G,,,
7833.1,,I,,,,,G,,,
7833.05,,J,,,,,GIM,,,
7833.0,,HIJ,,,,,GJ,,,
7832.9,,,J,,,,,,,
7832.85,,H,,,,,,,,
7832.8,,,,,,,F,,,
7832.65,,,,,,,H,,,
7832.5,,,,,,,G,,,
7832.35,,,,,,,G,,,
7832.3,,,,,,,G,,,
7832.15,,,,,,,J,,,
7832.1,,I,,,,,I,,,
7832.05,,,J,,,,GI,,,
7832.0,,HJ,,,,,GMN,,,
7831.9,,,,,,,H,,,
7831.8,,H,,,,,,,,
7831.75,,H,,,,,,,,
7831.6,,I,,,,,G,,,
7831.5,,,,,,,G,,,
7831.25,,,,,,,M,,,
7831.2,,,,,,,I,,,
7831.05,,I,,,,,HM,,,
7830.9,,I,,,,,,,,
7830.85,,H,,,,,,,,
7830.8,,,,,,,J,,,
7830.25,,H,,,,,,,,
7830.15,,,,,,,H,,,
7830.05,,,,,,,G,,,
7830.0,,,,,,,HM,,,
7829.95,,,,,,,FM,,,
7829.7,,,,,,,H,,,
7829.65,,,,,,,A,,,
7829.35,,,,,,,H,,,
7829.15,,,,,,,IM,,,
7829.0,,H,I,,,,M,,,
7828.25,,H,,,,,F,,,
7828.1,,,,,,,G,,,
7828.0,,H,,,,,M,,,
7827.95,,H,,,,,,,,
7827.7,,J,,,,,,,,
7827.0,,,,,,,GM,,,
7826.6,,,,,,,G,,,
7826.45,,,,,,,M,,,
7826.05,,H,,,,,F,,,
7825.95,,,,,,,F,,,
7825.25,,H,,,,,,,,
7825.0,,,I,,,,M,,,
7824.35,,J,,,,,,,,
7822.1,,H,,,,,,,,
7821.0,,J,,,,,,,,
7820.25,,,,,,,F<<,,,
7820.0,,K,,,,,,,,
7819.9,,,D,,,,,,,
7818.0,,K,F,,,,,,,
7817.7,,,E,,,,,,,
7816.4,,J,,,,,,,,
7815.15,,,E,,,,,,,
7815.1,,,I,,,,,,,
7815.0,,,D,,,,,,,
7814.95,,,E,,,,,,,
7814.3,,,F,,,,,,,
7814.05,,,E,,,,,,,
7814.0,,,F,,,,,,,
7813.35,,,F,,,,,,,
7813.2,,K,,,,,,,,
7813.1,,K,,,,,,,,
7812.6,,,F,,,,,,,
7812.25,,,EF,,,,,,,
7812.2,,,F,,,,,,,
7812.0,,,F,,,,,,,
7811.85,,,D,,,,,,,
7811.7,,,D,,,,,,,
7811.65,,,F,,,,,,,
7811.0,,,D,,,,,,,
7810.95,,,EF,,,,,,,
7810.85,,,I,,,,,,,
7810.1,,,D,,,,,,,
7810.0,,,DE,,,,,,,
7809.9,,,EF,,,,,,,
7809.4,,,E,,,,,,,
7809.15,,,F,,,,,,,
7808.9,,,F,,,,,,,
7808.4,,,G,,,,,,,
7808.0,,,D,,,,,,,
7807.9,,K,G,,,,,,,
7807.7,,,F,,,,,,,
7807.5,,,G,,,,,,,
7807.45,,,F,,,,,,,
7807.0,,,DI,,,,,,,
7806.75,,,G,,,,,,,
7806.5,,,DI,,,,,,,
7806.4,,,D,,,,,,,
7806.2,,,F,,,,,,,
7806.15,,,D,,,,,,,
7806.05,,,F,,,,,,,
7806.0,,,D,,,,,,,
7805.55,,,D,,,,,,,
7805.35,,,D,,,,,,,
7805.0,,,FG,,,,,,,
7804.7,,,C,,,,,,,
7804.6,,K,,,,,,,,
7804.5,,K,,,,,,,,
7804.0,,,D,,,,,,,
7803.85,,,F,,,,,,,
7803.55,,,F,,,,,,,
7803.5,,,G,,,,,,,
7803.15,,,EF,,,,,,,
7803.0,,,DE,,,,,,,
7802.95,,,F,,,,,,,
7802.7,,K,,,,,,,,
7802.45,,K,,,,,,,,
7802.35,,,E,,,,,,,
7802.2,,,G,,,,,,,
7802.0,,K,E,,,,,,,
7801.8,,K,F,,,,,,,
7801.7,,,G,,,,,,,
7801.5,,,D,,,,,,,
7801.4,,,F,,,,,,,
7801.2,,,D,,,,,,,
7801.15,,,F,,,,,,,
7801.1,,,F,,,,,,,
7801.0,,,G,,,,,,,
7800.65,,,F,,,,,,,
7800.4,,,FG,,,,,,,
7800.35,,,E,,,,,,,
7800.2,,,F,,,,,,,
7800.1,,,E,,,,,,,
7800.05,,,DEH,,,,,,,
7800.0,,K,EGH,,,,,,,
7799.95,,,GH,,,,,,,
7799.9,,,H,,,,,,,
7799.8,,,GH,,,,,,,
7799.75,,,FGH,,,,,,,
7799.55,,,G,,,,,,,
7799.45,,,E,,,,,,,
7799.35,,,H,,,,,,,
7799.3,,,E,,,,,,,
7799.25,,,G,,,,,,,
7799.15,,,EH,,,,,,,
7799.1,,K,,,,,,,,
7799.0,,K,EH,,,,,,,
7798.9,,,G,,,,,,,
7798.8,,,E,,,,,,,
7798.45,,,EI,,,,,,,
7798.35,,,H,,,,,,,
7798.3,,,G,,,,,,,
7798.25,,,G,,,,,,,
7798.2,,,G,,,,,,,
7798.15,,,CEI,,,,,,,
7798.0,,K,H,,,,,,,
7797.85,,,I,,,,,,,
7797.75,,,G,,,,,,,
7797.35,,,H,,,,,,,
7797.0,,,G,,,,,,,
7796.9,,,H,,,,,,,
7796.6,,,H,,,,,,,
